5.023639668	5.133011293
5.191991395	5.304243462
5.211293959	4.985995218
5.678405382	5.18739093
5.500395352	5.604921041
5.221784081	5.573584531
4.964950878	5.363134097
5.742656796	5.075771496
5.252935346	5.189299855
5.60543428	5.140076436
5.361909476	5.883254844
5.274979367	4.953427438
4.979484236	5.354534653
5.41791816	5.402540426
5.70439389	5.177048697
5.394787373	5.499899945
5.031957408	5.267975326
5.874483369	5.042940346
5.667946988	5.929969841
5.368826568	5.199237827
5.949928933	5.363563348
5.870039709	5.030467333
5.405822523	5.085804551
5.212000495	5.412299178
5.881207864	5.079391884
5.27275803	5.003956427
5.711120522	5.131981374
5.500018127	5.122050403
5.181146738	5.269970001
5.442067653	5.014010079
4.960866786	5.390995508
5.411612585	5.049589048
5.049149777	5.011345497
5.23424033	5.421815312
5.887415855	5.136919298
5.048512374	5.092556982
5.913070004	5.40127478
5.030163577	6.75592583
5.38853332	5.430404674
5.019897777	5.026855771
4.952141253	6.386573034
5.080694595	5.104353312
5.208091363	5.701659641
5.656797906	5.107584866
5.584904818	4.958078824
5.34638921	5.084912591
5.037906819	5.174706023
5.072099095	5.005943786
4.97238113	7.574644959
5.257967886	5.471354546
6.128205179	5.248818925
5.768649222	5.049687486
4.974369611	6.256054694
5.539288476	5.072508535
5.88995694	6.046385727
5.235504733	4.991950915
5.355829443	5.526385098
7.036510905	5.389425735
6.05106356	5.22879731
5.450118389	5.964094405
5.682645743	5.02466516
5.338205017	5.080079377
4.965567599	5.072621183
5.945882894	4.967066583
4.960600404	5.235628726
5.007862672	5.36682413
5.327203553	4.973990347
5.289000089	6.114657685
5.42593259	5.302636014
6.37458671	6.308007484
5.434221993	5.145990559
5.595181289	5.140608376
5.098961878	5.204276471
5.328801112	6.738675652
5.430726187	4.971861443
5.00181479	5.853584407
6.128959589	5.621641513
5.503146395	5.1926737
5.176557236	5.068563663
5.2436367	5.662408573
5.732628034	5.227016471
5.503153509	5.204081811
5.09481662	5.914181299
5.58197063	7.036731419
5.37735827	5.36362084
5.033021315	5.087935404
5.174692096	6.013038126
5.208767882	4.976302585
5.081492136	5.096305469
5.536289493	6.277557735
5.103760969	5.361493889
5.237868424	5.576368281
5.113650399	5.083103987
5.118220827	5.277832327
5.062020911	5.117135047
5.002942203	5.074120173
5.333390849	5.074786942
5.317816596	5.206556029
5.024110831	5.210535492
4.963105657	4.98911638
5.07163277	5.147961221
4.959659031	5.799694707
5.270269918	5.395610706
5.502213907	5.083807889
5.423928397	5.225167624
5.007902878	4.993924158
4.95915981	5.457339682
5.325999907	5.48186253
6.031629179	4.975280894
4.996913101	4.977486075
5.978698984	5.356793914
5.111112459	5.374539829
5.173583409	5.137829087
5.427446732	5.38306476
5.299839028	5.431082219
5.484080264	5.0213915
4.990563985	5.191358144
5.080159581	5.944109902
5.281592197	5.556625312
5.299500332	5.367821632
5.341298109	5.835935646
5.594225426	5.45859136
5.899105185	5.056619956
6.923442293	4.976979584
6.701659148	5.065373558
6.013237853	5.919370067
5.456910586	5.134731246
5.794236667	4.957460227
5.015697474	5.413915029
5.460626168	5.080502494
6.791882493	5.062650894
5.033394533	5.213163674
5.025100253	4.950441237
6.046829351	5.361408585
6.175559596	5.16664047
5.032662937	5.275881211
5.123611108	5.070220894
6.905937314	5.565438893
4.953693907	5.396123358
5.441863439	5.104547166
6.106346922	7.41395505
5.005570461	5.51686045
5.073473287	5.071365008
5.346761916	4.95119776
5.498198576	5.051339202
5.285428294	5.065850325
5.21074538	6.367842789
5.914034823	4.96119362
5.049718495	5.165915742
5.630343808	5.172083253
5.212065687	5.385795513
5.398923509	5.289651791
5.162964887	5.497133719
5.179381799	4.97617403
5.841643446	6.150091194
5.516406036	5.245154047
5.594539947	5.364256981
5.936051524	5.133842085
4.96263702	5.844511017
5.225653343	5.149927365
5.896271467	5.537757707
4.978293393	5.101938468
5.306264946	5.376270613
5.768528605	5.138609251
5.002870043	5.037834012
5.266355915	5.75712618
6.041482213	5.929712402
4.961089489	5.857858804
5.024240555	5.717361054
5.625283258	5.283970828
5.373083026	6.500468229
5.08607072	5.038866008
6.288727447	5.842384804
5.172104928	4.990541505
5.043582635	5.494940328
5.682985926	6.137622266
5.426083238	5.061471374
4.968703215	5.070041453
5.336071829	5.367205294
4.981119185	5.29525134
5.209175899	5.364228542
5.607216329	5.174246481
5.73567186	5.481652964
5.737756932	6.342096791
4.971032019	5.11295869
5.136142527	5.125665168
5.158256475	5.557064631
5.113921457	4.961042
6.267197202	5.344151166
5.484888938	5.83632964
5.462850934	5.375529669
5.576923837	4.989477959
5.808949778	5.296131779
5.351618689	5.241021385
5.103525258	5.272179409
5.2829997	6.035687492
5.017778257	5.00904543
5.638691012	5.164843622
5.047427609	5.517347239
6.392536272	4.992241162
5.068172561	5.935261945
5.52600388	5.109134266
5.903354091	5.809690388
5.205891343	5.617793268
5.011084547	4.955137669
5.19551351	7.378887504
5.169048082	5.325703988
6.703336384	5.049993354
6.103870405	5.604612287
5.75908514	5.386129469
5.547622822	5.00391698
5.179067224	5.020560734
4.983158794	6.031282816
4.95663124	5.358817677
4.98766163	5.045476101
5.321899889	5.378641777
